"TAXON_NAME_ID","SCIENTIFIC_NAME","AUTHOR_TEXT"
170957,"Cypraea helvola helvola","(Linnaeus, 1758)"
170958,"Cypraea helvola argella","(Melvill, 1888)"
100362,"Placostylus sinilis","Gass"
100363,"Placostylus porphyrostomus abbreviata","Gass"
100364,"Cochlostoma apricum","Mouss"
221150,"Exogyra Bruntrutana","Thurm."
96473,"Amastra inapinata","C."
96470,"Amastra baldwiniana","Pils."
96471,"Amastra goniops","P. & C."
98992,"Melania deshayesiana","Lea"
98993,"Melania ebenum","Lea"
98994,"Melania pernodosa","Lea"
98995,"Orthalicus zebra imitator","Pilsbry, 1899"
98996,"Bulimulus cacticolus erectus","Reeve"
103495,"Amyela corniculum","Olivi"
222640,"Lutraria lakssema",""
222641,"Erycina semilis","Ph."
222643,"Erycina angalosa","Bronn."
222644,"Donax venusta",""
247828,"Conus pocerus","Beyr."
247829,"Conus Rouaulti","D'Arch."
247830,"Conus canaliculatus","Broc."
247832,"Conus brochii","Nyst."
247866,"Rostellaria rimosa","Brand"
247867,"Voluta labrella","Lmk."
247871,"Fusus longâevus?",""
247899,"Pleurotomaria sulcata","Sow."
248113,"Pleurotomaria royana","D'orb"
248471,"Rotella n. sp.","Sandb."
248213,"Turbo davvashiano","Gf."
248342,"Natica phillipsii","McCoy"
248879,"Chenopus pes-pelicani","Linn."
248880,"Rostellaria pes-pelicani","Sow."
248881,"Aporrhais tridaetylus","Bronn."
248882,"Chenopus pes-graculi","Braun."
99605,"Monodonta colorata","Eichwald"
224610,"Arca fisum",""
224611,"Arca exigua",""
224612,"Arca gramulosa",""
224613,"Arca nodulosa","Brach."
189912,"Pleurotomaria grayvillensis?",""
189913,"Murchisonia nebrascensis?",""
189914,"Murchisonia subtaeniata?",""
189915,"Dentalium meekianum?",""
189916,"Schizodus rossicus",""
189917,"Nucula kazanensis?",""
189918,"Avicula speluncaria?",""
189919,"Pecten missouriensis?",""
100345,"Helix (Idiomela) subplicata","Sowerby"
100346,"Campylaea preslii","Schmidt"
100347,"Oxychilus bifrans","Lowe"
100348,"Pyramidula solaria","Menke"
100349,"Murella sicana","Fer"
100350,"Murella strigata var. umbrica","Chorp"
224640,"Pectunculus disp.",""
224641,"Pectunculus dispar","Defr."
224642,"Pectunculus lentiformis",""
221137,"Ostrea suilla",""
221138,"Lima koninckana",""
221139,"Gryphaea calceula",""
221140,"Gryphaea dilalata","Lamk."
221141,"Gryphaea cymbium","Sow."
98985,"Strophocheilus valenciennesii","Beq."
98986,"Biomphalaria alexandrina arabica","Ehrenberg"
98987,"Melania clarkii","Lea"
98988,"Melania edgariana","Lea"
98989,"Melania abrupta","Lea"
98990,"Melania columella","Lea"
98991,"Melania strigosa","Lea"
240020,"Astraea hexagona",""
269042,"Pleurotoma gradata","Defr."
269043,"Pleurotoma denticula","Bast."
269047,"Pleurotoma rustica","Broc."
269048,"Pleurotoma dertonensis","Mich."
99314,"Saxicava ardiea","L."
99316,"Sandahlia cylindrica","Draparnaud"
99317,"Helicella cretica seetzeni","West"
99318,"Iberus alonensis lorcanus","Fer."
99319,"Levantina urmiensis","Mor."
254859,"Potamides diadema","Gabb"
254865,"Trochus patellatus","Say."
254866,"Trochus patellaris",""
248346,"Natica depressa","DeKon."
248348,"Pleurotomaria helicoides","Sow."
248349,"Cirrus dionysii","Bronn"
248350,"Euomphalus bifrons","Phill. DeKon."
99161,"Gibbus productus","H. Adams"
99162,"Gibbus baeillus","(Pfr)"
99163,"Gibbus dealbatus","W. & B."
99164,"Buccinium undulatum","L."
99166,"Plenrodonte auricoma","Fer"
99167,"Helicostyla orotis","Cl. & Ar."
102764,"Pleurocira annuliferum","Conrad"
102765,"Purpura vexillum","Lam."
102766,"Crepidula navicelloides","Nutt"
102767,"Xerocampylaea relebori","Pfr"
99174,"Anomia ephippium var. aculeata","Mull"
99172,"Purpura lapillus","Linnaeus"
99173,"Mangilia attenuata","Mont."
102771,"Clausilia dubia vindoboncusis","A. Schm"
102773,"Gyraulus rossmaessleri","Clu."
102774,"Physa gyrina hawnii","Lea"
102775,"Polygyrella harfordiana","J.G.C."
267696,"Fusus Brongniarti","Orbig."
267697,"Fusus roncannus","Orbig."
267698,"Fusus klipsterni","Mich."
267699,"Fusus stuzu","Partsch."
267700,"Fusus deshayesi","Mich."
267701,"Fusus corneus","Lam."
267702,"Fusus affinis",""
100068,"Strophoeheilus popelairianus","Nyst"
100069,"Pomaeea columbiensis","Phil"
100071,"Cyclotus giganteus","(Rve.)"
100072,"Bulimulus veayalensis","(Crosse)"
100073,"Drymaeus edmulleri","Alb"
238487,"Corbula anglica","Lamk."
238488,"Corbula ampulacea",""
238495,"Cypraea coccinellö","Des."
238497,"Plagiostoma laevis",""
238504,"Lima cardiformis",""
238507,"Gryphaea sublobata","Desh."
238508,"Ostrea pectunculus","Mer."
238510,"Gryphaea vigula",""
240113,"Astraea varistella","Min?"
189824,"Cerion (Maynardia) agassizii","Dall, 1894"
102768,"Lucochrox candidissima","Drap"
102769,"Clausilia dubia gracitior","Cless"
102770,"Peringia alvae","Term"
99328,"Opistosiphon moreletianum","Pfeiffer"
99329,"Chondropoma dissolutum","Pfeiffer"
207291,"Orthoceras evanescens",""
100061,"Limicolaria flammulata poutrini","Putz."
100064,"Trochozonites adamsoniae","Mor."
100065,"Streptostele pusilla","d'Ailly"
100066,"Rhinomelania africana","Clench"
100067,"Bulinus celebensis",""
238474,"Lima nivea",""
238475,"Venus spadicea","Ren."
238476,"Solen affinis","Sow."
238477,"Venus rudis","Poli"
238478,"Cytherea trigona","Nyst."
238479,"Corbula waetii","Nyst."
238480,"Patella aequalis","Sow."
238485,"Corbula donaciformis","Nyst."
190927,"Psiloceras planorbis","Hyatt"
190929,"Psiloceras planorbe plicatum",""
190933,"Vermiceras ophioides","(d'Orbigny) 1844"
223775,"Venericardia planicostata",""
223776,"Panopea angalis","Menard"
223777,"Cyrena brongnatii","Bast."
223778,"Isocardia bronii","Nob. Var. canali-culata"
223779,"Cyrena carfenleri","Desh."
223780,"Lucina saxorum","Linn"
223781,"Cyrena cunerformis","Fer."
223783,"Anomia Venustriata",""
102713,"Thaumatodon degagei","Garrett"
99155,"Physa elliptica","Lea"
99156,"Gibbus brevis","Moreler"
99157,"Cyrene floridana","Con."
99159,"Gibbus nevilli","H. Adams"
99160,"Gibbus teres","Pfr (= palangula Fer)"
102095,"Pachstyla leucostyla","Pfr"
102096,"Valvata piscinatis","Mull"
102097,"Elara borbonica","Bory"
102761,"Mitra lowei","Dall"
102762,"Semelle decisa","Conr."
102763,"Clausilia dubia tettellachiana","A. Schm."
100059,"Pila compacta","Linne"
100060,"Leptocala mollicella petitia","Jouss."
238464,"Ostrea hastellata",""
238466,"Lucina semicardo",""
238467,"Pleurophorus goldfussii","Schaur."
238472,"Cardium subturgi","Sow."
240086,"Astraea arborea","Hag."
223758,"Pectunculus sintratularis","Lamk."
223759,"Pectunculus Auritus","Broch."
223760,"Pectunculus hernenghaussi","Müller"
223770,"Venus (Lucina) edentula","Broc."
223772,"Cardium distros","Lamk."
223773,"Cardium gratum","Defr."
223774,"Venericardia tunnetti","Bust."
102706,"Partula (Palao) thetis","Semper"
102708,"Partula mirabilis","Crampton"
102709,"Partula cytherea","C & C"
102710,"Partula (Mari) salifana","Crampton"
102711,"Partula (Thak) lanceolata","C & C"
102714,"Omphalotropis coronata","Mlldff"
102715,"Partula (Carol) martensiana","Pils"
103385,"Amastra lahainana","Pils + Cooke"
103386,"Helecina juddii","Pils + Cooke"
103387,"Eulota peliomphala septentrionalis","Ehrm."
99182,"Acanthina engonata","Conr"
99183,"Monitiopsis incisa ophioderma","Dall"
99184,"Jeffreysia alderi","Cpr"
99185,"Chione fluctipraga","Sby"
99186,"Arca (Barbatia) solida","Brod and Sow."
102783,"Charopa howensis","Preston"
102784,"Charopa matthewsi","Preston"
102785,"Norfolcioconcha norfolkensis","Preston"
102786,"Fretum suteri","Sykes"
102788,"Cryptocharopa atlantoididea","Preston"
102789,"Palaina capillacea","Pfr."
102793,"Erosaria captserpentis","Linnaeus"
99321,"Biomphalaria alexandrina pfiefferi","Ehrenberg"
99322,"Aspatharia rubens caillaudi","v. Mts."
99323,"Caelatura rotula","P + B"
99324,"Unio dignatus","Lea"
99325,"Vaginulus occidentalis","Gould"
99326,"Veronicella floridanus","Leidy"
240481,"Modiola hillana","Sow."
200067,"Lophospira acutocarinata",""
200065,"Paupospira gamachiana",""
200066,"Platyostoma",""
200068,"Amnigenia",""
200071,"Ischyrodonta",""
267107,"Pleurotoma flexuosa","Goldfuss"
267108,"Murex angulosus","Broc."
267109,"Fusus zatlbruckneri","Partsch."
267110,"Murex turritus","Borson"
267111,"Subula blainvilli","Eich."
267115,"Cerithium resectum","DesH."
267116,"Cerithium variculosum","Nyst."
267117,"Cerithium cancellatum","Lmk."
267124,"Cerithium perversum","Lmk."
249157,"Siliquaria vitis","Conr."
249159,"Siliquaria lima",""
249161,"Petaloconchus","I. Lea, 1843"
97163,"Solacia yatei","Gray"
97164,"Phalium achatinum pyrum","Lam."
97166,"Opeas yucatanense","Pils"
97167,"Cyclostoma jusgosus","C. B. Adams"
249225,"Rissoa calathiscus","Montagu"
249226,"Rissoa sulzeriana","Risso"
249227,"Rissoa acuta","DesM."
249228,"Rissoa anomala","Eichw."
97170,"Pupa cinerea variegella","Zgl."
97172,"Englandina pygmaea","P. & V."
97173,"Verconella adusta","Phil"
97178,"Englandina texasiana angustior","P. & V."
97175,"Notolacmea pileopis","Q & G"
198797,"Lucina luneata","Goldf."
267154,"Fusus brevis",""
267155,"Fusus angulatus","n. sp."
267156,"Fusus semistrosus",""
267157,"Buccinum acuminatum?",""
250646,"Fulgur",""
250650,"Buccinofusus parilis","Con."
250651,"Cryptochorda stromboides","Gmel"
250652,"Omphalotrochus whitneyi",""
250654,"Capulus trigonus","Gf."
97176,"Notolacmea helmsh","E.A. Smith"
97177,"Mitrella coccinea alba","Montr."
97179,"Nerita bisecta","Rve"
97180,"Modiola barbata","Penn"
97181,"Cantharus subrubiyinosus","Sm."
198802,"Orthonota triangulata","Salter"
223858,"Unio meuxii",""
223863,"Cardium aeards","Desh."
223864,"Cardium caruntunum","Partch."
223865,"Cardium vindobonense","Partsch"
223866,"Cardium gracile","Purch"
223867,"Cardium lians","Brocchi"
265393,"Morphoceras polymorphous",""
265394,"Halorites malayicus","Welter"
265395,"Jovites cf. dacus","Mojsisovics"
265397,"Ptychites acutus","Mojsisovics"
265398,"Ptychites",""
265399,"Ptychites flexuosus","Mojsisovics"
240632,"Pterinea declivis",""
241967,"Astraea breviformis","Michelin"
199886,"Gomphoceras marcyae","Winchell & Marcy"
198809,"Cardiola n.sp.",""
223868,"Venericardia fechincularis","Lk."
223870,"Cyrena aegnalis","Goldf."
223875,"Venus cassenoidea","Lam."
223876,"Astarte henkelinsiara","Nyst."
223877,"Cyrena fulctura","Lin. (rare)"
265401,"Tropites subbullatus","Hauer"
265402,"Trachyceras austriacum","Mojs."
265403,"Sirenites senticosus","Dittmar"
265404,"Paratropites saturnus","Dittmar"
265405,"Sirenites agriodus","(Dittmar)"
265406,"Megaphyllites jarbas","(Muenster)"
241975,"Pecten aspen","Lam."
241976,"Pecten sectus","Nyst. Et DEK."
241978,"Pecten pulchellus?","Nilss."
241979,"Pecten membranaceus","Nils."
241980,"Pecten diyardini","Röm."
241981,"Pecten gracilis","Sowerby"
199892,"Poterioceras inflatum","Quenstedt"
190017,"Clavellofusus spiratus","Grabau, 1904"
190020,"Clavellofusus tuberculatus","Grabau, 1904"
201094,"Poecilozonites bermudensis bermudensis",""
220806,"Hippurites germari","Germ."
220814,"Pholadomya",""
202444,"Cyrtorizoceras lucillum","Hall"
202452,"Trochoceras simulans","Barrande"
113268,"Syphonota elongata","Pse"
113269,"Goniobasis proscissa","Anthony"
223939,"Pholadomya margantaeca",""
223940,"Pholadomya kenenckii","Nyst."
223941,"Pholadomya keneckii","Nyst."
223878,"Chama incerophylla","Gnel."
223879,"Chama new. Sp.",""
224411,"Hinnites striatus","Voltz."
224414,"Ostrea acuta",""
265411,"Dinarites desertorum","Smith"
99922,"Cellana rota var","Tahitiensis"
99923,"Trochus tubiferus","Kiener"
99924,"Cymatium pilearis","L."
99925,"Monia macrochioma",""
99927,"Morula concatinata","Blainv."
99928,"Cerithium peperetum",""
113247,"Melania tuberculata virgulata","Fer"
113248,"Planorbis compressus","Hutt"
113249,"Liguus crenatus mosier","Simp."
113251,"Megaspira elata","(Gould, 1847)"
113252,"Limicolaria turbinata","Lea"
113253,"Eutrochatella pretrossa cienfuegosensis","Clench+Aguayo"
201369,"Grammysia constricta","Hall"
99943,"Urosalpynx perrugatus","C."
99944,"Bulinus contortus masakaensis","Mich"
99946,"Pila microglypta","Mich"
99947,"Marginella cairoma","Brookes"
99948,"Melaraphe zelandiae","Finlay"
99949,"Neothias taranakiensis","Brookes"
113274,"Mactra maculata","Gmelin, 1791"
113275,"Mactra sulcataria corneopicta","Reeve"
113276,"Ampullaria filosa","Rve"
113277,"Ampullaria chemnitzii","Phil"
113279,"Helix boissieri","Charp"
113280,"Helicigon lepicida","L."
107088,"Vexillum (Pusia) discolarium","Rve"
107089,"Vexillum (Pusia) amabile","Rve"
107092,"Pterygia undulosa","Reeve"
107093,"Imbricana vanikorensis","Quoy"
107094,"Imbricana ossea","Reeve"
100648,"Oleacina cyanozonia","'Gund.,' Pfr."
100649,"Zachrysia aurecoma","(Fer)"
100650,"Ampullaria paludosa dilatata","d'Orb"
100651,"Goniobasis elata","Anthony, 1851"
100652,"Polygyra obstricta carolinensis","Lea"
265413,"Tropigastrites halli","Mojsisovics"
265414,"Tropigastrites louderbacki","Hyatt & Smith"
265415,"Ammonites martensi",""
265416,"Ammonites opalinus",""
265417,"Ammonites polygonius",""
265418,"Ammonites radians","Reineike"
223964,"Pinna tetragona","Brochi"
223965,"Pinna affines",""
223966,"Pinna margaritacea","Lamk."
223969,"Mytilus affines","Sow."
223970,"Pinna soldani","Desh. P. maxillary Lamk."
223971,"Pinna lamarkii","Desh."
220718,"Gervillia siligna",""
220719,"Ostrea carantonensis","D'Orb."
220720,"Ostrea tombeckeana","D'Orb."
220721,"Ostrea macroptera","Sow."
220722,"Ostrea pyrenaica","Leymer"
220723,"Ostrea columbrina",""
199806,"Cyrtodonta",""
199807,"Leiopteria",""
199808,"Parallelodon","Meek and Worthen, 1866"
199809,"Vanuxemia",""
99970,"Trochidae monodonta adelaidae","Philippi"
99971,"Nuculanidae arca fascista","Reeve"
99972,"Turbinidae turbo undatus","Martyn"
220855,"Isocardia angulata","Philips"
220856,"Isocardia",""
220858,"Isocardia atoxonia","D'Orb"
220862,"Isocardia corbulum","Hagenow"
225381,"Gryphea cymbrum","Lamk."
225382,"Exogyra speralis","Goldf."
190099,"Hyolithes arcuatus",""
190100,"Hyolithes catenatus",""
221079,"Trigonia pulchella","Ag."
221080,"Trigonia dunkeri","Hag."
221081,"Trigonia striata",""
267764,"Murex thiara","Brocchi"
267765,"Fusus comptus","Bronn."
267766,"Fusus thiarella","Mich."
267767,"Fusus terebrinus","Bon."
267768,"Fusus brocchii","Mich."
267769,"Pyrula condita","Bast."
267770,"Fusus terebrius","Bon."
267771,"Fusus interruptus",""
267772,"Fusus cingulatus","Sow."
267773,"Fusus lavatus","Bast."
190059,"Hibolites hastatus",""
190060,"Caloceras ortoni",""
220842,"Lima elongata","Sow."
220843,"Lima mauletti","Brongu"
220844,"Cardium productum","Sow."
220845,"Ostrea proboscidea?",""
225044,"Cardium incertum","Bronn"
225047,"Cardium Schedilianum","Partsch"
99190,"Calyptraea maculata","Q & G"
204321,"Barrandeoceras bohemicum",""
204322,"Ophidioceras simplex",""
113240,"Hanina citrina praetexta","Mart"
113241,"Urocoptis lactaria","Gld"
242073,"Thracia ventricosa","Phill"
242074,"Thracia corbuloides",""
242079,"Pholas arbiguiana",""
243985,"Myophoria cardissoides","(Siethen)"
243987,"Cassianella planidostata","(Münster)"
243988,"Cassianella tenuistria","(Münster)"
243990,"Cassianella decussata","(Münster)"
223506,"Cardium inosuatum","d'Orb."
223507,"Cardium subhellanum",""
223510,"Anatina ovata","Ph."
223511,"Panopea intermedia","(J.C. Sow. Vare)"
224470,"Nucula (Leda) rostratus","(Lmk.)"
188968,"Wutinoceras logani",""
188969,"Wutinoceras minore",""
188970,"Cyrtonybyoceras haesitans",""
188971,"Cyrtonybyoceras curviseptatum",""
188972,"Adamsoceras transversum",""
188973,"Adamsoceras billingsi",""
199833,"Eutrephoceras imperialis","(Sow.)"
113270,"Terebra duplicata lamarckii","Kien"
113271,"Gyrotoma quadrata","Anthony"
113272,"Achatinella cinerosa","Pfr"
113273,"Achatinella perversa","Sw."
107091,"Chondropoma sagebiene magnum","Torre"
99962,"Bulimus (Parabithynia) leopoldvillensis","Rang."
100643,"Littorina rudis","Mat."
100644,"Gibbula (Steromphalus) cinerarius","L."
100645,"Rissoa (Cingula) fulgida","Ads."
100646,"Rissoa (Cingula) semistriata","Mtg."
99987,"Argonauta nodosa","Lightfoot, 1786"
99988,"Potadoma morchii","Kust."
99990,"Marcia scalavina","Lamarck"
99991,"Cleopatra bulimoides unilirata","Oliv."
99992,"Curvella delicata","Pfr."
99994,"Viviparus hellenicus","Mull"
223943,"Pholadomya puschii","Goldf."
223944,"Pholadomya margantacea","Sow."
223950,"Unio atarus","(Partch)"
99930,"Pleurocera canalieulatum filum","Lea"
99931,"Pleurocera canalieulatum excuratum","Con."
99932,"Nerita nigra","Gray"
99933,"Aspatharia rubeus caillandi","v. Marts."
99934,"Helminthoglypta petricola zechae","Pils"
113254,"Carolinia longirostris","Les"
113255,"Carolinia uncinata","Rang"
113256,"Carolinia inflexa","Les"
113257,"Hyalocyclis striata","Rang"
113258,"Limacina lesweari","Orb"
113259,"Clio cuspidata","Bosc"
113260,"Drymaeus sachesi","Alb"
201370,"Grammysia globosa","Hall"
113281,"Kennerlia filosa","Cpr."
113282,"Ampullaria nux","Rve"
113956,"Achatinella badia","Hyatt mss."
113957,"Engina unifascialis",""
113958,"Murex pauxillus","A. Ad."
113962,"Sistrum spectrum","Rve"
107095,"Volema pyrum paradisiaca","Gmel."
105051,"Polygyra thyoidus","Say"
220687,"Ribeiria aff. Nuculitiformis","Cleland"
224421,"Erycina fragilis","Lamk."
224424,"Venus cassenoides","Basterot"
224425,"Venus gabnella","Bui"
224426,"Venus scalaris","Brown"
224427,"Nucula deltoidea","Lamk."
224428,"Nucula excisa","Ph."
224429,"Venus gregaria",""
265420,"Callocardia (Agriopana) sayana","(Conrad)"
265421,"Orthoceras tenuis","Wahl."
199793,"Avicula orbiculata?","Hall"
199790,"Avicula sp?",""
201160,"Orthoceras conoideus","v.M."
224554,"Venus (Cythina) muthlamellosa","Nyst."
224555,"Venus sulcata","Sow."
224556,"Cyprina islardiea?","Kimm."
221046,"Avicula sinemuriensis","D'Orb."
221047,"Avicula elegans","Munst."
221049,"Avicula pesanseris","Sow."
221050,"Avicula echinata?","Sow."
220741,"Avicula semicostata","Goldf."
99950,"Pila levernei leopoldvillensis","Mich"
99951,"Siliquaria australis","Quoy + G."
99952,"Lanistes nsendeveensis","P and B"
99953,"Melanoides liebrechtsi sankuruensis","Beq., J."
99954,"Melanoides liebrechtsi laevior","Beq., J."
99975,"Tellinidae tellina albinella","Lamarck"
99976,"Cominella lineoleata","Lamarck"
99977,"Venerupis fabagella","Desh"
99978,"Cancellaria ganosa","Sowerby"
99979,"Yulsella vulolla","Linne"
99980,"Cardium pulebellum","Gray"
220871,"Panopea","Menard, 1807"
220872,"Corbula striatula","Sow."
190102,"Hyolithes cinctus",""
190104,"Hyolithes decipiens",""
190105,"Hyolithes discors",""
100653,"Clausilia medlycotti","Trist."
99995,"Indaplanorbis exustus","Mull"
99996,"Labyrinthus labyrinthus","Desh."
99997,"Galatea bengoensis kochi","Mull"
100001,"Ceratodes cornuarietis","L."
99998,"Xerocerastus sericus","Degner"
99999,"Helisoma subcrenatum plaxatum","Ingersoll"
220909,"Spondylus striatus?","Goldf."
220910,"Spondylus alternatus","D'orb."
220913,"Venus caperata?","Sow."
220916,"Pholadomya maurotiana","D'orb.."
220918,"Lucina gigantea","D'Orb."
220921,"Cyprina ligeriensis","D'Orb."
220922,"Lucina lenticularis","Goldf."
191198,"Fusus inaequicostatus","Bellardi, 1871"
191201,"Fusus clavatus",""
191202,"Fusus parilis","(Brocchi, 1814)"
191203,"Fusus claratus","Brocchi"
191207,"Fusus etruscus","Pechooli"
191212,"Murex rostratus","Broc."
242035,"Astraea emergens",""
242043,"Gryphaea aqulina",""
242047,"Plicatula ruperella","Duj."
242048,"Gryphaea mutabilis","Say"
99191,"Turbo helicinus var. tricostata","Born"
99192,"Ethalia zelandica","H. & J."
99193,"Trophon stangeri","Gray"
99194,"Mesodesma novaezelandiae","Chem"
99195,"Laoma ariel","Hutt"
99196,"Tapes intermedia","Q & G"
99921,"Tectarius feegeensis",""
199820,"Avicula communis","Hall"
205695,"Avicula sp.?",""
205702,"Annuliconcha",""
113242,"Urocoptis lacteoflua","Pils"
113243,"Urocoptis jejuna","Gld"
113244,"Urocoptis presasiana","Pfr"
269060,"Tritonium unifilosum","Bon."
269061,"Tritonium doliare","Broc."
184861,"Plesioteuthis",""
184862,"Plesioteuthis juv?",""
184866,"Germanonautilus salinarius",""
184868,"Germanonautilus salinarus","(Mojsisovics)"
184871,"Germanonautilus bidorsatus","(Schlotheim)"
184872,"Germanonautilus advena cf.",""
188980,"Litoceras adamsi","Flower"
188986,"Diestoceras sycon","Flower MS"
199845,"Aviculopecten pectiniformis?",""
220884,"Spondylus truncatus","Lamk."
220885,"Spondylus prinopis","Sow."
220888,"Spondylus dutempleamus","D'Orb."
220889,"Teredo regnienianus?","Matheron"
220891,"Teredo n.sp.",""
220905,"Lima cllypeiformis","D'orb."
220906,"Ostrea aspera","mautell"
220907,"Lima mylitoides","DeK."
220908,"Spondylus amalii","D'Arch"
191195,"Fusus castelarquatensis",""
191196,"Fusus castellarquatensis","Grabau, 1904"
267738,"Murex crassatus","Broc."
267739,"Murex labrosus","Hörnes"
267743,"Fusus regularis","Sow."
267746,"Murex gravidus",""
223957,"Inoceramus cencentricus",""
223958,"Inoceramus cardioformis","Sow."
223960,"Panopea Boronae","Ph."
223962,"Lima subauncata","Mont"
223963,"Ostrea flabillula","Lk. Sow. 253"
113245,"Brachypodella alba var. striatula","Pils"
113246,"Irenella pfeifferi","Phil"
113250,"Pleurodonte marginella gutierregi","Poey"
243991,"Perna vetusta?","(Goldfuss)"
99940,"Nerita perloronta","Linne"
99936,"Crepidula ungigormis","Lam"
99937,"Torreria belcheri","Hinds"
99938,"Goniobasis comma","Conrad"
99941,"Paphia galactites","Lamarck"
99942,"Sigaretus gonalis","Quoy + G."
205557,"Avicula Buchiana","De.Kon"
205559,"Avicula sublobata","Phill."
201093,"Poecilozonites bermudensis sieglindae",""
113261,"Solaropsis",""
113262,"Cerion mumia fastigata","Mayn."
113263,"Planispira torresiana","H + J"
113265,"Pleurodonte incerta","Fer"
113266,"Cerion iostoma","Pfr"
113267,"Laevicardium pectinatum","L."
105053,"Hemisinus tenuilabris","Reeve"
105054,"Bulimulus nux","Brod"
105055,"Fusus lutiopictus","Dall"
105056,"Columbella gauspata",""
100002,"Thaumastus crenellus","Phil."
100005,"Ostrea verginica","Gmel"
100006,"Donax varibilis","Say"
100007,"Arca inconqrua","Say"
191216,"Platyceras deflectum",""
191218,"Raphistoma attleborensis",""
220688,"Ribeiria nuculitiformis equilateva","Cleland"
220689,"Ribeiria turgida","Cleland"
224430,"Venus cassica","Lin."
224436,"Venus crassiatillaeformis","Pasch."
224437,"Venus nurarica",""
224438,"Venus minima anglorum varglutbrata",""
224439,"Venus apicalis","Phil."
199796,"Avicula porilis","Con."
199797,"Ptychopteria",""
199798,"Palaeanatina",""
205560,"Avicula buchiana","DeKon."
220848,"Exogyra haliotoidea","Sow."
225357,"Chama papyracea?","Desh"
225358,"Chama semestrosa","L."
221072,"Trigonia signata","Ag."
221073,"Trigonia navis","Sow."
221076,"Trigonia longa","Ag."
220745,"Plagiostoma spinosum","Sowerby"
99956,"Cyclostomus mammillare","Lamarck"
99957,"Natica cumingiana","Recluz"
99958,"Lanistes graueri","P+M"
99960,"Placuanomia ione","Gray"
99961,"Bulimus (Parabithynia) tanganikanus","Rang."
99981,"Pseudarcopagia botanica","Hedley"
99982,"Melanoides (Sororia) jango","Verdcouzt"
99983,"Planorbis bermicularis","Gould"
99985,"Oreohelix cooperi maxima","Pilsbry"
99986,"Potadoma liberiensis","Kust."
220875,"Arca lugeriensis","D'Orb."
220877,"Arca tenuis","Lym."
267762,"Murex mitrâeformis","Risso."
267763,"Fusus rusticus","Cow."
190041,"Platyceras primaevum",""
190047,"Technophorus sharpei","(Barraude) in Perner, 1903"
190048,"Wanwanella striata",""
220832,"Ostrea coulonii","Defr."
220833,"Ostrea maeroptera","Sow."
220834,"Ostrea couloni","Defr."
220836,"Anomia papyrana","D'Orb."
242064,"Tellina lunulata",""
242066,"Tellina branderi","Sow."
242067,"Tellina donacialis",""
223279,"Lucina divancata",""
223502,"Cardium guarangeri","d'Orb"
223504,"Cardium ohoru","Goldf."
223505,"Cardium semipustulosum","Müller"
224468,"Nucula mentiea",""
224469,"Nucula eumplanata","Phil."
199831,"Nautilus deslonchampsianus","d'Orb."
267728,"Murex doliare",""
267729,"Murex adpressus",""
267730,"Murex alveolata","Sow."
267733,"Murex inflatus","Broc."
267734,"Murex incrassata","Sow."
267735,"Fusus alveolatus","Sow."
267736,"Murex alveolatus","Sow."
267737,"Murex squamulatus","Broc."
184873,"Germanonautilus cf. advena","(Fritsch)"
188991,"Rhopalithes rugoides","Grabau, 1904"
188995,"Rhopalithes breviculus","(Lam.)"
188998,"Rhopalithes angulatus","(Lamarck, 1803)"
190028,"Hyolithes shaleri",""
190031,"Straparollina remota",""
190032,"Stenotheca abrupta",""
190033,"Stenotheca curvirostra",""
190034,"Stenotheca pauper",""
190035,"Stenotheca levis",""
220823,"Ostrea curvilata","Nilss."
220824,"Ostrea flabellata","Goldf."
220825,"Ostrea diluriana","Lamk."
202454,"Pterinea clathrata","Sandb."
267389,"Monotis alaskana","Smith"
267390,"Myophoria ambilineata","(White)"
267391,"Celtites apostolicus","Smith"
267392,"Celtites gabbi","Smith"
267393,"Celtites polygyratus","Smith"
267394,"Celtites steindachneri","Mojsisovics"
267395,"Discophyllites neojurensis","Quenstadt"
267396,"Adrianites cancellatus","Haniel"
240312,"Cucullaea ovata","Sow."
240472,"Plagiostoma gibbosa","Mer."
240480,"Inoceramus substriatus","Roemer."
267105,"Pleurotoma thomboedra","E. Anton."
267106,"Pleurotoma brevicula","DesH."
100378,"Biomphalaria alexandrina juddnica","Ehrenberg"
100379,"Charopa anguiculus fuscosa","Suter"
100380,"Cellana ornatus inconspicuus","Gray"
101043,"Albinaria teres turrita","Pfz."
101044,"Albinaria corrugata inflata","Ol."
101046,"Albinaria cristatella cristulifera","Bttg."
101047,"Albinaria chia","Bttg."
101048,"Helisoma cantrea","(Orb.)"
249122,"Rotella deperdita","Goldfuss"
249123,"Melania brocchii",""
249130,"Melania muricata",""
249133,"Melania terebellata","Nyst."
249135,"Melania semicostata","Anton"
249137,"Melania soluta","Phil."
249145,"Natica multipunctata","Lmk."
249148,"Ampullaria patula","Grat."
97156,"Helix hudsoniae","Benson"
97157,"Helix trotteriana","Benson"
97158,"Spisula (Leptospisula) striatella","Bens."
97161,"Elasmias fuscum","Ancey, 1903"
97162,"Mactra elongata","Q + G"
97168,"Aplexa spiculata abbreviata","F. & C."
97169,"Englandina jacksoni","P & V"
265484,"Oxytropidoceras cenniculatus",""
